Job Name,Location,Salary,Qualifications
Software Engineer - Full Stack (Flutter/Node),"Plano, TX","$116,000 - $132,000 a year",CI/CD; Dart; Node.js; iOS development; RESTful API; Full-stack development; Software deployment; Mobile applications; iOS; Test automation; Android; AWS; Flutter; SDKs; GitHub; APIs; Unit testing; Senior level; Design patterns
Software Engineer,"Collierville, TN","$135,304 a year",Oracle; Computer Science; Microsoft SQL Server; Mid-level; Java; Master's degree; Bachelor's degree; IT; Under 1 year; Information Technology
Full Stack Software Engineer (HOAi),"Palo Alto, CA",N/A,Cloud architecture; Computer Science; Full-stack development; C#; Mid-level; 3 years; Java; Bachelor's degree; Machine learning; JavaScript; AI; Leadership; TypeScript; Communication skills; Python
Software Engineer - Ads Supply,"San Francisco, CA","$99,500 - $200,000 a year",Computer science; Data modeling; Go; Computer Science; React; Data structures; Mid-level; Algorithms; AWS; Bachelor's degree; Software development; 1 year; DynamoDB; TypeScript
Software Engineer (Node),"Richmond, VA","$80,000 - $90,000 a year",CI/CD; Node.js; Computer Science; NoSQL; Git; Mid-level; AWS; Project management; Bachelor's degree; JavaScript; PostgreSQL; Software development; APIs; Linux; 2 years; SDLC; AWS Lambda
Full Stack Software Engineer - Backend Focus,Remote,"$100,000 - $120,000 a year",Spring Boot; CI/CD; SFTP; Elasticsearch; Cloud infrastructure; Operating systems; Node.js; CSS; Bootstrap; React; iOS development; Internet of things; Kubernetes; RESTful API; Full-stack development; 5 years; Git; Test-driven development; MongoDB; Java; Bash; Databases; OOP; AWS; Docker; PostgreSQL; Network protocols; Redux; APIs; SSH; Linux; JSON; HTTPS; DynamoDB; Senior level; SaaS; Maven; Jenkins; TypeScript; Communication skills; React Native; Spring; Shell Scripting; HTML; MySQL; SDLC
Senior Software Engineer,"Sunnyvale, CA","$139,100 - $180,100 a year",Kubernetes; Relational databases; DevOps; Google Cloud Platform; Mid-level; 3 years; Java; Databases; AWS; Docker; Bachelor's degree; PostgreSQL; Distributed systems; Computer networking; Software development; APIs; Linux; Communication skills; Python; MySQL; Network security
Software Development Engineer in Test,"Sioux Falls, SD",Estimated: $63.3K - $89.1K a year,CI/CD; Cloud infrastructure; React; Kubernetes; DevOps; Test automation; NoSQL; Mid-level; Performance testing; Java; SOAP; SQL; OOP; Docker; Cloud development; JavaScript; PostgreSQL; Terraform; Continuous integration; REST; Angular; Python; MySQL; Design patterns
Software Engineer -Traffic,"San Mateo, CA",Estimated: $143K - $200K a year,Computer science; TCP; Go; Computer Science; Ansible; Bachelor of Science; Load balancing; Google Cloud Platform; Mid-level; TLS; Snowflake; Java; Master's degree; AWS; C++; Bachelor's degree; Distributed systems; Terraform; Computer networking; DNS; Software development; Puppet; Chef; Communication skills; Python
Software Development Engineer,"Waltham, MA","$93,200 - $170,600 a year",CI/CD; Computer science; Computer Science; CSS; React; Full-stack development; Bachelor of Science; Mid-level; Bachelor's degree; JavaScript; ECMAScript; 2 years; HTML
Software Engineer II,"Redmond, WA","$98,300 - $208,800 a year",Computer Science; Full-stack development; C#; Visio; Mid-level; Java; Master's degree; C++; C; Bachelor's degree; JavaScript; 1 year; Microsoft Project; AI; TypeScript; Python
